タレント名,知名度％,知名度,人気度％,人気度,ドラマ関心度（シリアス）％,ドラマ関心度（シリアス）,ドラマ関心度（コメディ）％,ドラマ関心度（コメディ）,バラエティ関心度％,バラエティ関心度,映画関心度（シリアス）％,映画関心度（シリアス）,映画関心度（コメディ）％,映画関心度（コメディ）,雑誌関心度％,雑誌関心度,CM総合,有効回答者数,有効回答者数（20代）,有効回答者数（30代）,有効回答者数（40代）,有効回答者数（50代）
山崎静代(やまさきしずよ)(芸人)(南海キャンディーズ),54.255318,1.585106383,41.17647,2.431372549,13.725491,1.529411765,15.6862755,1.490196078,39.215687,1.960784314,13.725491,1.215686275,13.725491,1.235294118,5.882353,1.019607843,10.784315,94,20,23,25,26
市原隼人(いちはらはやと)(俳優),36.363636,1.282828283,41.666664,2.444444444,22.222223,2,25,1.944444444,25,1.888888889,16.666668,1.666666667,5.555556,1.416666667,16.666668,1.611111111,16.11111,99,21,24,26,28
山里亮太(やまさとりょうた)(芸人)(南海キャンディーズ),60.784317,1.774509804,22.580645,2.112903226,14.516129,1.564516129,11.290322,1.516129032,30.645163,1.903225806,8.064516,1.290322581,6.4516125,1.258064516,6.4516125,1.14516129,9.354839,102,22,24,28,28
濱田岳(はまだがく)(俳優)(俳優),39.130436,1.315217391,47.22222,2.638888889,30.555555,1.944444444,33.333336,2.083333333,25,1.777777778,13.888889,1.444444444,13.888889,1.527777778,2.777778,1.055555556,6.944444,92,20,24,20,28
YOSHIKI(よしき)(アーティスト)(X Japan),54.347824,1.608695652,36,2.32,16,1.48,18,1.48,34,1.82,12,1.26,10,1.24,8,1.32,15.8,92,23,22,23,24
南野陽子(みなみのようこ)(俳優),39.08046,1.379310345,29.411766,2.411764706,20.588236,1.911764706,17.647058,1.911764706,29.411766,1.911764706,11.764706,1.411764706,8.823529,1.441176471,5.882353,1.323529412,12.941175,87,21,18,23,25
ナイツ(芸人コンビ),42.156864,1.37254902,53.488373,2.790697674,13.953489,1.302325581,27.906979,1.604651163,48.837208,2.325581395,6.9767447,0.930232558,9.302325,1.093023256,2.3255813,0.906976744,10.4651165,102,19,26,27,30
チュートリアル(芸人コンビ),58.333332,1.761904762,36.734695,2.306122449,12.244898,1.163265306,18.367348,1.387755102,40.816326,1.979591837,4.0816326,1,6.122449,1.06122449,14.285715,1.081632653,10.408163,84,16,19,22,27
木村文乃(きむらふみの)(俳優),28.125,1.1875,48.148148,2.814814815,25.925926,1.925925926,22.222223,1.925925926,25.925926,1.851851852,3.7037036,1.37037037,3.7037036,1.37037037,3.7037036,1.37037037,14.444445,96,18,24,27,27
高橋克典(たかはしかつのり)(俳優),44.329895,1.453608247,51.162792,2.534883721,27.906979,1.790697674,32.55814,1.906976744,20.930233,1.674418605,13.953489,1.209302326,6.9767447,1.23255814,6.9767447,1.162790698,11.395349,97,24,24,26,23
眞鍋かをり(まなべかをり)(タレント),47.42268,1.494845361,36.95652,2.391304348,10.869565,1.565217391,10.869565,1.586956522,23.913044,1.891304348,4.347826,1.239130435,4.347826,1.260869565,8.695652,1.369565217,12.173912,97,19,24,26,28
蛯原友里(えびはらゆり)(モデル),40.625,1.375,38.46154,2.41025641,20.512821,1.615384615,20.512821,1.641025641,25.641027,1.692307692,10.256411,1.384615385,7.692308,1.307692308,33.333336,1.897435897,17.948719,96,18,24,27,27
井川遥(いがわはるか)(俳優),32.911392,1.265822785,53.846157,2.730769231,30.769232,1.846153846,26.923079,1.730769231,26.923079,1.653846154,7.692308,1.269230769,3.846154,1.192307692,15.384616,1.615384615,21.153847,79,13,20,25,21
後藤輝基(ごとうてるもと)(芸人)(フットボールアワー),56.521736,1.532608696,38.46154,2.5,15.384616,1.346153846,15.384616,1.384615385,38.46154,2.192307692,3.846154,1,5.769231,1.076923077,5.769231,1.076923077,6.9230766,92,17,25,26,24
国分太一(こくぶんたいち)(アーティスト)(TOKIO),61.702126,1.893617021,24.13793,2.24137931,6.8965516,1.327586207,6.8965516,1.362068966,22.413794,1.689655172,1.7241379,1,3.4482758,1,3.4482758,1.086206897,9.827585,94,18,26,26,24
生瀬勝久(なませかつひさ)(俳優),38.04348,1.260869565,51.428574,2.685714286,42.857143,2.142857143,42.857143,2.142857143,40,1.885714286,14.285715,1.314285714,11.428572,1.285714286,8.571429,1.085714286,10,92,19,23,22,28
飯島直子(いいじまなおこ)(俳優),43.055553,1.361111111,45.16129,2.516129032,38.709675,1.870967742,25.80645,1.709677419,32.258064,1.838709677,9.677419,1.290322581,3.2258062,1.225806452,19.354837,1.451612903,18.387094,72,13,16,20,23
渡辺謙(わたなべけん)(俳優),54.73684,1.778947368,25,2.230769231,25,1.807692308,13.461539,1.557692308,7.692308,1.326923077,17.307693,1.365384615,7.692308,1.192307692,9.615385,1.173076923,9.8076935,95,22,24,25,24
片桐はいり(かたぎりはいり)(俳優),42,1.3,45.238094,2.5,28.57143,1.976190476,38.095238,2.119047619,30.952381,2,11.904762,1.380952381,9.523809,1.380952381,2.3809524,1.238095238,6.428571,100,22,25,22,30
堀内健(ほりうちけん)(芸人)(ネプチューン),62.365593,1.849462366,31.034481,2.224137931,8.620689,1.25862069,8.620689,1.344827586,29.310345,1.948275862,3.4482758,1.034482759,3.4482758,1.034482759,1.7241379,0.982758621,5.5172415,93,20,25,24,24
武田鉄矢(たけだてつや)(俳優),76.92308,2.098901099,17.142859,2.014285714,20,1.585714286,15.714286,1.514285714,21.428572,1.485714286,10,1.157142857,7.1428576,1.128571429,2.857143,0.942857143,5.8571434,91,19,22,27,23
徳井義実(とくいよしみ)(芸人)(チュートリアル),60.000004,1.675,31.25,2.25,6.25,1.333333333,20.833332,1.625,33.333336,2.020833333,4.166667,0.9375,10.416666,1.208333333,8.333334,1.166666667,9.166667,80,10,21,24,25
Kis-My-Ft2(きすまいふっとつー)(アーティスト),25,1.163461538,38.46154,2.346153846,23.076923,1.923076923,30.769232,1.961538462,46.153847,2.384615385,15.384616,1.692307692,15.384616,1.653846154,19.23077,1.923076923,16.923077,104,25,26,23,30
千鳥(ちどり)(芸人コンビ),49,1.54,44.897957,2.571428571,20.408163,1.387755102,26.530611,1.551020408,38.77551,1.979591837,8.163265,1.081632653,12.244898,1.102040816,8.163265,0.918367347,12.244898,100,25,23,26,26
花澤香菜(はなざわかな)(声優),20.618557,0.75257732,95,3.35,35,2.15,35,2.3,60.000004,2.7,25,2,20,1.95,10,1.65,23,97,19,25,26,27
南海キャンディーズ(なんかいきゃんでぃーず)(芸人コンビ),58.62069,1.724137931,33.333336,2.31372549,7.8431377,1.392156863,13.725491,1.509803922,31.372551,1.862745098,9.803922,1.078431373,7.8431377,1.098039216,7.8431377,1,13.137256,87,21,18,23,25
満島ひかり(みつしまひかり)(俳優),28.40909,1.056818182,60.000004,2.76,36,2.2,40,2.2,32,2.08,20,1.6,8,1.28,24,1.64,22.4,88,16,21,27,24
はるな愛(はるなあい)(芸人),53.750004,1.6875,34.88372,2.441860465,9.302325,1.302325581,11.627908,1.325581395,16.27907,1.697674419,2.3255813,1,2.3255813,0.976744186,4.6511626,1.209302326,6.7441864,80,18,17,21,24
三宅健(みやけけん)(歌手)(元V6),45.833336,1.458333333,34.090908,2.363636364,18.181818,1.613636364,22.727274,1.613636364,38.636364,2,13.636364,1.272727273,11.363637,1.181818182,13.636364,1.386363636,12.954546,96,22,22,27,24
中田英寿(なかたひでとし)(元プロサッカー選手),40.425533,1.468085106,31.578945,2.342105263,18.421053,1.605263158,18.421053,1.447368421,26.31579,1.789473684,10.526316,1.236842105,13.157895,1.184210526,18.421053,1.710526316,19.210527,94,20,23,25,26
矢田亜希子(やだあきこ)(俳優),39.130436,1.402173913,50,2.583333333,30.555555,1.833333333,22.222223,1.777777778,19.444445,1.777777778,5.555556,1.194444444,5.555556,1.138888889,5.555556,1.166666667,12.222223,92,20,24,20,28
東京03(とうきょうぜろさん)(芸人トリオ),26.923079,1.038461538,53.571426,2.785714286,25,1.892857143,28.57143,2,42.857143,2.357142857,7.1428576,1.607142857,10.714286,1.714285714,7.1428576,1.428571429,12.500001,104,25,26,23,30
斎藤工(さいとうたくみ)(俳優),30.681818,1.204545455,44.444447,2.518518519,33.333336,2.148148148,29.62963,2.037037037,25.925926,1.777777778,18.518518,1.666666667,18.518518,1.62962963,14.814815,1.518518519,16.296297,88,20,21,26,21
パンサー(芸人トリオ),34.146343,1.195121951,50,2.571428571,14.285715,1.714285714,17.857143,1.857142857,57.14286,2.571428571,10.714286,1.428571429,14.285715,1.428571429,7.1428576,1.142857143,17.5,82,18,18,23,23
辻希美(つじのぞみ)(タレント)(元モーニング娘。),53.061222,1.714285714,34.615387,2.230769231,5.769231,1.211538462,9.615385,1.307692308,34.615387,1.75,7.692308,1.019230769,11.538462,1.096153846,21.153847,1.480769231,19.807692,98,21,23,25,28
坂本冬美(さかもとふゆみ)(歌手),46.98795,1.578313253,33.333336,2.333333333,17.948719,1.512820513,12.820514,1.461538462,20.512821,1.641025641,7.692308,1.205128205,5.1282053,1.179487179,12.820514,1.435897436,14.3589735,83,19,19,19,26
田中裕二(たなかゆうじ)(芸人)(爆笑問題),64.55696,1.734177215,23.529411,2.156862745,9.803922,1.450980392,11.764706,1.490196078,17.647058,1.745098039,5.882353,1.215686275,7.8431377,1.215686275,3.9215689,1.235294118,6.862746,79,13,20,25,21
松坂大輔(まつざかだいすけ)(野球選手),50.495052,1.564356436,39.215687,2.411764706,13.725491,1.392156863,11.764706,1.392156863,27.450981,1.725490196,9.803922,1.156862745,13.725491,1.215686275,9.803922,1.31372549,13.725492,101,23,24,27,27
比嘉愛未(ひがまなみ)(俳優),24.742268,0.886597938,66.66667,3.083333333,54.166668,2.375,41.666664,2.208333333,41.666664,2.208333333,16.666668,1.583333333,12.5,1.583333333,20.833332,1.666666667,22.499996,97,24,24,26,23
村上信五(むらかみしんご)(アーティスト/タレント)(SUPER EIGHT/元関ジャニ∞),61.290325,1.752688172,38.59649,2.333333333,7.017544,1.245614035,14.035088,1.403508772,38.59649,1.929824561,1.754386,0.929824561,7.017544,0.98245614,8.77193,0.964912281,9.824561,93,21,18,25,29
桐谷美玲(きりたにみれい)(俳優),31.31313,1.313131313,35.48387,2.387096774,19.354837,1.806451613,12.903225,1.709677419,16.129032,1.838709677,9.677419,1.516129032,6.4516125,1.419354839,16.129032,1.677419355,11.935484,99,21,26,24,27
大地真央(だいちまお)(俳優),33.75,1.3375,33.333336,2.407407407,18.518518,1.703703704,22.222223,1.777777778,29.62963,1.851851852,3.7037036,1.296296296,3.7037036,1.37037037,14.814815,1.62962963,8.888889,80,10,21,24,25
田中卓志(たなかたくし)(芸人)(アンガールズ),58.749996,1.775,34.042553,2.276595745,8.510638,1.234042553,10.638298,1.234042553,27.659575,1.85106383,6.382979,1.042553191,12.765958,1.106382979,8.510638,1.042553191,7.021277,80,18,17,21,24
JUJU(じゅじゅ)(歌手),35.10638,1.244680851,51.515152,2.666666667,18.181818,1.575757576,18.181818,1.484848485,42.424244,2.03030303,15.151516,1.212121212,9.090909,1.181818182,18.181818,1.575757576,16.666668,94,25,19,25,25
カンニング竹山(かんにんぐたけやま)(芸人/俳優),68.13187,1.945054945,20.967741,2.080645161,14.516129,1.370967742,9.677419,1.35483871,17.741936,1.741935484,4.8387094,1.129032258,6.4516125,1.177419355,0,0.935483871,6.1290326,91,21,23,23,24
黒木メイサ(くろきめいさ)(俳優),33.333336,1.277777778,40,2.466666667,30.000002,1.866666667,20,1.733333333,23.333334,1.766666667,13.333334,1.433333333,10,1.3,33.333336,1.733333333,16.666668,90,21,22,24,23
壇蜜(だんみつ)(俳優),60.000004,1.7125,33.333336,2.25,14.583333,1.479166667,12.5,1.333333333,25,1.583333333,10.416666,1.166666667,8.333334,1.083333333,10.416666,1.333333333,11.458334,80,18,16,23,23
志尊淳(しそんじゅん)(俳優),26.595745,1.031914894,68,2.88,48,2.28,48,2.32,28,1.84,20,1.32,20,1.32,20,1.6,18,94,22,23,23,26
長友佑都(ながともゆうと)(サッカー選手),52.499996,1.55,54.761906,2.571428571,14.285715,1.214285714,19.047619,1.238095238,33.333336,1.833333333,7.1428576,0.976190476,4.7619047,0.904761905,14.285715,1.261904762,12.619047,80,18,16,23,23
安倍なつみ(あべなつみ)(タレント)(元モーニング娘。),38.235294,1.401960784,41.025642,2.512820513,7.692308,1.435897436,12.820514,1.512820513,25.641027,1.820512821,5.1282053,1.282051282,10.256411,1.256410256,5.1282053,1.384615385,9.48718,102,24,23,25,29
桃井かおり(ももいかおり)(俳優),35.632183,1.298850575,35.48387,2.35483871,35.48387,2.129032258,32.258064,2.032258065,25.80645,1.838709677,12.903225,1.451612903,16.129032,1.483870968,9.677419,1.451612903,14.838707,87,16,22,24,25
粗品(そしな)(芸人)(霜降り明星),55.78948,1.642105263,30.188679,2.169811321,16.981133,1.433962264,24.528303,1.58490566,37.73585,1.981132075,13.207547,1.301886792,13.207547,1.264150943,9.433963,1.094339623,12.075471,95,20,24,21,30
藤森慎吾(ふじもりしんご)(芸人)(オリエンタルラジオ),51.111115,1.611111111,34.782608,2.260869565,10.869565,1.304347826,17.391304,1.456521739,34.782608,1.891304348,0,1.173913043,8.695652,1.282608696,8.695652,1.239130435,9.782607,90,21,22,24,23
城田優(しろたゆう)(俳優),40,1.34,37.5,2.4,30.000002,1.925,27.5,1.9,30.000002,1.825,17.5,1.45,20,1.475,12.5,1.3,16.25,100,21,22,28,29
有野晋哉(ありのしんや)(芸人)(よゐこ),49.425285,1.494252874,48.837208,2.581395349,6.9767447,1.255813953,6.9767447,1.325581395,39.534885,2.11627907,2.3255813,1.046511628,6.9767447,1.11627907,4.6511626,0.930232558,11.3953495,87,15,25,21,26
戸田恵子(とだけいこ)(俳優),36.55914,1.225806452,41.17647,2.558823529,29.411766,2,32.352943,2,23.529411,1.941176471,5.882353,1.411764706,8.823529,1.323529412,2.9411764,1.352941176,5.588235,93,19,22,20,30
LiSA(りさ)(歌手),36.904762,1.416666667,51.6129,2.741935484,16.129032,1.387096774,16.129032,1.225806452,29.032257,1.677419355,6.4516125,1.032258065,12.903225,1.161290323,9.677419,1.290322581,11.290323,84,18,21,21,24
又吉直樹(またよしなおき)(芸人/作家)(ピース),51.111115,1.511111111,30.434782,2.369565217,15.217391,1.586956522,13.043478,1.543478261,13.043478,1.717391304,8.695652,1.239130435,8.695652,1.282608696,10.869565,1.282608696,8.913042,90,21,22,24,23
本木雅弘(もときまさひろ)(俳優),39.17526,1.288659794,39.473686,2.394736842,34.210526,2.026315789,26.31579,1.973684211,23.684212,1.763157895,13.157895,1.5,7.8947363,1.421052632,18.421053,1.526315789,13.68421,97,24,24,26,23
荒川静香(あらかわしずか)(フィギュアスケート選手),47.252747,1.505494505,27.906979,2.372093023,9.302325,1.465116279,4.6511626,1.395348837,18.60465,1.837209302,4.6511626,1.302325581,6.9767447,1.255813953,4.6511626,1.279069767,9.069769,91,21,23,23,24
ガンバレルーヤ(芸人コンビ),41.860466,1.348837209,50,2.666666667,11.111112,1.333333333,19.444445,1.583333333,55.555557,2.361111111,8.333334,0.972222222,11.111112,1.083333333,2.777778,0.916666667,8.611113,86,21,16,21,28
鈴木福(すずきふく)(俳優),47.368423,1.547368421,37.77778,2.4,13.333334,1.533333333,24.444445,1.755555556,31.111113,1.777777778,6.666667,1.155555556,6.666667,1.022222222,4.4444447,1.066666667,9.555555,95,22,24,25,24
牧瀬里穂(まきせりほ)(俳優),30.769232,1.115384615,50,2.583333333,29.166666,2.041666667,25,2,16.666668,1.958333333,8.333334,1.541666667,0,1.458333333,8.333334,1.708333333,12.500002,78,15,17,21,25
ウエンツ瑛士(うえんつえいじ)(タレント),65.21739,1.793478261,28.333334,2.25,8.333334,1.316666667,8.333334,1.35,23.333334,1.7,8.333334,1,3.3333335,0.95,11.666667,1.116666667,9.000001,92,19,23,22,28
浜崎あゆみ(はまさきあゆみ)(歌手),69.44444,2.009259259,22.666668,1.986666667,9.333333,1.213333333,9.333333,1.253333333,24,1.586666667,5.3333335,1,6.666667,1.013333333,14.666666,1.346666667,13.733335,108,24,20,37,26
IKKO(いっこー)(美容家),64.58333,1.760416667,30.645163,2.258064516,8.064516,1.225806452,9.677419,1.241935484,20.967741,1.725806452,1.6129031,1,3.2258062,1.032258065,12.903225,1.209677419,10.16129,96,21,23,25,27
芳根京子(よしねきょうこ)(俳優),27.192984,0.929824561,51.6129,2.838709677,48.387096,2.419354839,41.935482,2.322580645,38.709675,2.193548387,29.032257,1.612903226,22.580645,1.516129032,19.354837,1.677419355,26.129032,114,22,24,41,26
石川さゆり(いしかわさゆり)(歌手),43.75,1.525,28.57143,2.4,14.285715,1.485714286,17.142859,1.514285714,17.142859,1.628571429,14.285715,1.228571429,11.428572,1.2,11.428572,1.285714286,11.142858,80,15,20,21,24
船越英一郎(ふなこしえいいちろう)(俳優),55.555557,1.711111111,28,2.28,16,1.66,12,1.54,10,1.34,14,1.32,6,1.2,8,1.08,6,90,17,23,26,24
三浦友和(みうらともかず)(俳優),30.851063,1.319148936,41.37931,2.586206897,24.13793,1.965517241,20.689655,1.862068966,17.241379,1.620689655,13.793103,1.344827586,6.8965516,1.24137931,10.344828,1.206896552,4.1379313,94,18,24,28,24
ウド鈴木(うどすずき)(芸人)(キャイ～ン),60.75949,1.708860759,33.333336,2.3125,4.166667,1.270833333,10.416666,1.395833333,18.75,1.770833333,4.166667,0.979166667,6.25,1.0625,4.166667,1.083333333,7.0833335,79,15,18,25,21
宮野真守(みやのまもる)(声優),28.04878,0.987804878,65.21739,2.956521739,30.434782,1.826086957,26.086956,1.869565217,43.47826,2.391304348,8.695652,1.434782609,17.391304,1.47826087,13.043478,1.347826087,13.913043,82,18,21,22,21
西野七瀬(にしのななせ)(俳優/モデル)(元乃木坂46),28.125,1.020833333,59.25926,2.666666667,37.037037,2.111111111,37.037037,2.148148148,29.62963,1.962962963,18.518518,1.518518519,18.518518,1.555555556,48.148148,1.925925926,27.77778,96,22,22,27,24
HIKAKIN(ひかきん)(Youtuber)(HikakinTV),60.000004,1.744444444,33.333336,2.37037037,11.111112,1.277777778,12.962963,1.388888889,22.222223,1.481481481,5.555556,1.074074074,12.962963,1.277777778,7.4074073,0.981481481,12.592593,90,17,23,26,24
山本耕史(やまもとこうじ)(俳優),36.25,1.3,41.37931,2.413793103,31.034481,1.896551724,27.586206,1.896551724,24.13793,1.655172414,10.344828,1.517241379,6.8965516,1.448275862,13.793103,1.517241379,12.068965,80,18,17,21,24
関根勤(せきねつとむ)(芸人),63.541668,1.822916667,27.868853,2.327868852,4.9180326,1.262295082,4.9180326,1.245901639,26.229507,1.655737705,3.2786884,1.032786885,0,1,0,0.918032787,2.6229508,96,21,23,25,27
重盛さと美(しげもりさとみ)(タレント),33,1.11,39.39394,2.575757576,21.212122,1.878787879,30.303032,2.03030303,45.454548,2.333333333,3.030303,1.242424242,9.090909,1.333333333,15.151516,1.606060606,12.727274,100,22,25,22,30
さまぁ～ず(芸人コンビ),46,1.61,39.130436,2.47826087,8.695652,1.173913043,13.043478,1.391304348,23.913044,1.739130435,6.521739,1.086956522,4.347826,1.065217391,8.695652,1.043478261,6.7391295,100,25,23,26,26
優香(ゆうか)(俳優),46.25,1.5125,32.43243,2.405405405,13.513513,1.567567568,21.621622,1.567567568,21.621622,1.594594595,8.108108,1.189189189,8.108108,1.108108108,10.810811,1.324324324,8.1081085,80,18,17,21,24
福原遥(ふくはらはるか)(俳優),23.333334,0.911111111,66.66667,2.952380952,38.095238,2.142857143,42.857143,2.285714286,42.857143,2.19047619,28.57143,1.619047619,23.809525,1.476190476,14.285715,1.666666667,20,90,21,22,24,23
麻生久美子(あそうくみこ)(俳優),13.75,0.8375,54.545456,2.636363636,45.454548,2.545454545,27.272728,2.363636364,27.272728,2.363636364,36.363636,2.363636364,18.181818,2.181818182,18.181818,2.181818182,21.818182,80,15,20,21,24
EXILE(えぐざいる)(アーティスト),27.8481,1.367088608,31.818182,2.318181818,18.181818,1.772727273,18.181818,1.636363636,22.727274,1.863636364,9.090909,1.5,9.090909,1.363636364,9.090909,1.454545455,12.727274,79,13,20,25,21
